191__a,71020a,65117a,71127a,65007a,245__,246__,246__(2),246__(3),079__,269__,coverage,500__,020__a,022__a,en_id,fr_id,es_id,ru_id,dl
E/NL.1950/74,South Africa,SOUTH AFRICA,,NARCOTIC DRUGS,"$a Union of South Africa :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Afrique du Sud :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1950-01-01 0:00:00,1947-01-01 00:00:00||1928-01-01 00:00:00,,,,419125,420227,,,n
E/NL.1956/141,South Africa,SOUTH AFRICA,,NARCOTIC DRUGS,"$a Union of South Africa :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Afrique du Sud :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1954-01-01 0:00:00,,,,419931,418968,,,n
E/NL.1960/9,South Africa,SOUTH AFRICA,,NARCOTIC DRUGS,"$a Union of South Africa :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1960-01-01 0:00:00,1957-01-01 0:00:00,,,,419563,,,,n
E/NL.1961/75,South Africa,SOUTH AFRICA,,NARCOTIC DRUGS,"$a Union of South Africa :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1961-01-01 0:00:00,1960-01-01 0:00:00,,,,419818,,,,n
E/NL.1957/61,USSR,USSR,,NARCOTIC DRUGS,"$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Union des Républiques Socialistes Soviétiques :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1957-01-01 0:00:00,,,,422255,421828,,,n
E/NL.1951/50-51,USSR,USSR,,NARCOTIC DRUGS,"$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Union des Républiques Socialistes Soviétiques :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1946-01-01 00:00:00||1948-01-01 00:00:00,,,,421842,419912,,,n
E/NL.1958/87,USSR,USSR,,NARCOTIC DRUGS,"$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,"???? ????????? ?????????????? ????????? : ??????????????, ?????????????? ? ????? ?????????? ????????? ????????? ?? 13 ???? 1931 ???? ?? ??????????? ???????????? ? ? ????????????? ????????????? ????????????? ???????, ? ???????????, ?????????? ? ??? ?????????? ?? 11 ??????? 1946 ????",,1958-01-01 0:00:00,1957-01-01 0:00:00,,,,421482,,,421594,n
E/NL.1956/154-156,USSR,USSR,,NARCOTIC DRUGS,"$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Union des Républiques Socialistes Soviétiques :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1954-01-01 0:00:00,,,,420704,420849,,,n
E/NL.1968/27-28,USSR,USSR,,NARCOTIC DRUGS,$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1968-01-01 0:00:00,1968-01-01 00:00:00||1967-01-01 00:00:00,,,,421822,,,,n
E/NL.1969/29,USSR,USSR,,NARCOTIC DRUGS,$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1969-01-01 0:00:00,1968-01-01 0:00:00,,,,421772,,,,n
E/NL.1990/4-8,USSR,USSR,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1990-01-01 0:00:00,1974-01-01 00:00:00||1986-01-01 00:00:00||1985-01-01 00:00:00,,,,420273,,,,y
E/NL.1978/52,USSR,USSR,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Union of Soviet Socialist Republics :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1978-01-01 0:00:00,1976-01-01 0:00:00,,,,421600,,,,n
E/NL.1997/49,United Arab Emirates,UNITED ARAB EMIRATES,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Arab Emirates :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1997-01-01 0:00:00,1995-01-01 0:00:00,,,,421316,,,,y
E/NL.1987/75,United Arab Emirates,UNITED ARAB EMIRATES,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Arab Emirates :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1987-01-01 0:00:00,1986-01-01 0:00:00,,,,419846,,,,y
E/NL.1996/66,United Arab Emirates,UNITED ARAB EMIRATES,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Arab Emirates :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1996-01-01 0:00:00,1995-01-01 0:00:00,,,,418356,,,,y
E/NL.1978/43,United Arab Emirates,UNITED ARAB EMIRATES,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Arab Emirates :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1978-01-01 0:00:00,1977-01-01 0:00:00,,,,421733,,,,n
E/NL.1999/26-28,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom  and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1999-01-01 0:00:00,1998-01-01 0:00:00,,,,421200,,,,y
E/NL.1948/2,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations communicated in compliance with the terms of the Convention for limiting the manufacture and regulating the distribution of narcotic drugs of 13 july 1931 as amended by the Protocol of 11 december 1946,"$a Royaume-Uni :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1948-01-01 0:00:00,1947-01-01 0:00:00,,,,421771,421295,,,n
E/NL.1948/80,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,1948-01-01 0:00:00,1948-01-01 0:00:00,,,,421907,,,,n
E/NL.1948/65,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,1948-01-01 0:00:00,1949-01-01 00:00:00||1948-01-01 00:00:00,,,,421144,,,,n
E/NL.1948/66,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,1948-01-01 0:00:00,1949-01-01 00:00:00||1948-01-01 00:00:00,,,,418791,,,,n
E/NL.1948/1,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume Uni :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1948-01-01 0:00:00,1948-01-01 0:00:00,,,,419499,421166,,,n
E/NL.1947/9,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1947-01-01 0:00:00,1946-01-01 0:00:00,,,,418110,420672,,,n
E/NL.1968/25-26,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1968-01-01 0:00:00,1967-01-01 00:00:00||1968-01-01 00:00:00,,,,422093,,,,n
E/NL.1970/25,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1970-01-01 0:00:00,1969-01-01 0:00:00,,,,422048,,,,n
E/NL.1967/40,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1967-01-01 0:00:00,1967-01-01 0:00:00,,,,421256,,,,n
E/NL.1969/30-32,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1969-01-01 0:00:00,1967-01-01 00:00:00||1968-01-01 00:00:00,,,,421150,,,,n
E/NL.1971/41-42,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1971-01-01 0:00:00,1970-01-01 00:00:00||1971-01-01 00:00:00,,,,420749,,,,n
E/NL.1969/21,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1969-01-01 0:00:00,1969-01-01 0:00:00,,,,419442,,,,n
E/NL.1994/59,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1994-01-01 0:00:00,1993-01-01 0:00:00,,,,422182,,,,y
E/NL.1997/59-60,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1997-01-01 0:00:00,1996-01-01 0:00:00,,,,422024,,,,y
E/NL.1997/58,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1997-01-01 0:00:00,1996-01-01 0:00:00,,,,421872,,,,y
E/NL.1996/35-37,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1996-01-01 0:00:00,1995-01-01 0:00:00,,,,421812,,,,y
E/NL.1998/7,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1998-01-01 0:00:00,1994-01-01 0:00:00,,,,421678,,,,y
E/NL.1996/31-33,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1996-01-01 0:00:00,1995-01-01 0:00:00,,,,421528,,,,y
E/NL.1986/14,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1986-01-01 0:00:00,1985-01-01 0:00:00,,,,420973,,,,y
E/NL.1997/68,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1997-01-01 0:00:00,1995-01-01 0:00:00,,,,420865,,,,y
E/NL.1986/10,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1986-01-01 0:00:00,1986-01-01 0:00:00,,,,420864,,,,y
E/NL.1995/15,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1995-01-01 0:00:00,1991-01-01 00:00:00||1992-01-01 00:00:00,,,,419594,,,,y
E/NL.1996/34,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1996-01-01 0:00:00,1995-01-01 0:00:00,,,,419508,,,,y
E/NL.1995/11,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1995-01-01 0:00:00,1994-01-01 0:00:00,,,,421846,,,,n
E/NL.1997/61,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1997-01-01 0:00:00,1996-01-01 0:00:00,,,,421737,,,,n
E/NL.1994/58,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1994-01-01 0:00:00,1993-01-01 0:00:00,,,,419398,,,,n
E/NL.1999/29-31,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1999-01-01 0:00:00,1998-01-01 00:00:00||1997-01-01 00:00:00,,,,418977,,,,y
E/NL.1999/17-18,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1999-01-01 0:00:00,1992-01-01 0:00:00,,,,418740,,,,y
E/NL.1999/32-33,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a United Kingdom and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1999-01-01 0:00:00,1997-01-01 0:00:00,,,,418308,,,,y
E/NL.1957/50,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1957-01-01 0:00:00,,,,422350,420177,,,n
E/NL.1953/51,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1953-01-01 0:00:00,,,,422148,419874,,,n
E/NL.1952/60,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1952-01-01 0:00:00,1952-01-01 00:00:00||1951-01-01 00:00:00,,,,422064,421746,,,n
E/NL.1964/55-59,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1964-01-01 0:00:00,1964-01-01 0:00:00,,,,421809,,,,n
E/NL.1962/71-73,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1962-01-01 0:00:00,1962-01-01 0:00:00,,,,421679,,,,n
E/NL.1953/2,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1952-01-01 0:00:00,,,,419230,421627,,,n
E/NL.1956/68,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1956-01-01 0:00:00,,,,419251,421562,,,n
E/NL.1963/18,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1963-01-01 0:00:00,1963-01-01 0:00:00,,,,421195,,,,n
E/NL.1952/8-9,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1952-01-01 0:00:00,1951-01-01 0:00:00,,,,418444,420212,,,n
E/NL.1952/111,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1952-01-01 0:00:00,1952-01-01 0:00:00,,,,420779,418612,,,n
E/NL.1961/44-46,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1961-01-01 0:00:00,1961-01-01 0:00:00,,,,420115,,,,n
E/NL.1953/155,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1953-01-01 0:00:00,,,,419140,419926,,,n
E/NL.1961/20,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1961-01-01 0:00:00,1961-01-01 0:00:00,,,,419729,,,,n
E/NL.1958/38-39,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1958-01-01 0:00:00,1958-01-01 0:00:00,,,,420503,,,,n
E/NL.1963/37,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1963-01-01 0:00:00,1963-01-01 0:00:00,,,,419247,,,,n
E/NL.1963/1,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1963-01-01 0:00:00,1962-01-01 0:00:00,,,,418972,,,,n
E/NL.1960/5-6,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1960-01-01 0:00:00,1960-01-01 00:00:00||1959-01-01 00:00:00,,,,417975,,,,n
E/NL.1967/2,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1967-01-01 0:00:00,1966-01-01 0:00:00,,,,421542,,,,n
E/NL.1966/34,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1966-01-01 0:00:00,1966-01-01 0:00:00,,,,420482,,,,n
E/NL.1965/24-26,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,$a United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,,1965-01-01 0:00:00,1965-01-01 0:00:00,,,,418365,,,,n
E/NL.1952/27,United Kingdom,UNITED KINGDOM,,NARCOTIC DRUGS,"$a United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1952-01-01 0:00:00,1952-01-01 0:00:00,,,,418876,421707,,,n
