symbol,79,269,coverage,500,en_245,fr_245,es_245,ru_245,en_id,fr_id,es_id,ru_id,en_020,fr_020,es_020,ru_020,en_022,es_022,fr_022,ru_022,en_710,es_710,fr_710,ru_710,dl
E/NL.1950/83-85,,1950-01-01 00:00:00,1948-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419358,420598,,,,,,,,,,,,,,,n
E/OB/22,66.XI.9,1966-01-01 00:00:00,1966-01-01 00:00:00,,"Report to the Economic and Social Council on the work of the Board in 1966 : issued in compliance with the terms of the Convention of 19 February 1925 on narcotic drugs, the Convention of 13 July 1931 for limiting the manufacture and regulating the distribution of narcotic drugs, as amended by the Protocol of 11 December 1946, and the Protocol of 23 June 1953 for limiting and regulating the cultiv","Rapport au Conseil économique et social sur l'activité du Comité en 1966 : établi en exécution de la Convention du 19 février 1925 sur les stupéfiants, de la Convention du13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendées par le Protocole du 11 décembre 1946, du Protocole du 23 juin 1953 visant à limiter et à réglementer la culture du pavot, ainsi","Informe al Consejo Económico y Social sobre las actividades del Comité en 1966 : preparado en cumplimiento de las disposiciones de la Convención de 19 de febrero de 1925 sobre estupefacientes, de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes, modificadas por el Protocolo de 11 de diciembre de 1946, del Protocolo de 23 de junio de",,419424,420597,420044,,,,,,,,,,Permanent Central Narcotics Board,,,,n
E/CN.7/555||E/5248,,1973-01-01 00:00:00,1973-01-01 00:00:00,,,"Commission des stupéfiants, rapport sur la vingt-cinquième session, 22 janvier - 9 février 1973 : Conseil économique et social, documents officiels, cinquante-quatrième session, supplément n° 3","Comisión de Estupefacientes, informe sobre el 25° periodo de sesiones 22 de enero -9 de febrero de 1973 : Consejo Económico y Social, documentos oficiales, 54° periodo de sesiones, suplemento no. 3",,,420596,417987,,,,,,,,,,,,,,n
E/OB/16,60.XI.3,1960-01-01 00:00:00,1960-01-01 00:00:00,,"Report to the Economic and Social Council on the work of the Board in 1960 : issued incompliance with the terms of the Convention of 19 February 1925 on narcotic drugs, and the Convention of 13 July 1931 for limiting the manufacture and regulating the distribution of narcotic drugs, as amended by the Protocol of 11 December 1946","Rapport au Conseil économique et social sur l'activité du Comité en 1960 : établi en exécution de la Convention du 19 février 1925 sur les stupéfiants, et de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendées par le Protocole du 11 décembre 1946","Informe al Consejo Económico y Social sobre las actividades del Comité en 1960 : preparado en cumplimiento de las disposiciones de la Convención de 19 de febrero de 1925 sobre estupefacientes y de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes, modificadas por el Protocolo de 11 de diciembre de 1946",,418207,420590,419641,,,,,,,,,,Permanent Central Opium Board,,,,n
E/NL.1965/33-34,,1965-01-01 00:00:00,1964-01-01 00:00:00,,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,421484,,,,,,,,,,,,,,,,n
E/NL.1965/19,,1965-01-01 00:00:00,1965-01-01 00:00:00,,,Turquie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,421480,,,,,,,,,,,,,,,n
E/NL.1957/47,,1957-01-01 00:00:00,1954-01-01 00:00:00,,"Mozambique, communicated by the Government of Portugal : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Mozambique, communiqués par le gouvernement du Portugal : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421471,418089,,,,,,,,,,,,,,,n
E/NL.1978/51,,1978-01-01 00:00:00,1978-01-01 00:00:00,,Yugoslavia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421470,,,,,,,,,,,,,,,,n
E/NL.1953/87-89,,1953-01-01 00:00:00,1952-01-01 00:00:00,,"Sarawak, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Sarawak, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421469,420149,,,,,,,,,,,,,,,n
E/NL.1954/111,,1954-01-01 00:00:00,1953-01-01 00:00:00,,"Iraq : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Iraq : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418439,421467,,,,,,,,,,,,,,,n
E/NL.1959/40-46,,1959-01-01 00:00:00,1955-01-01 00:00:00,,"Peru : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,Perú : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,421461,,419164,,,,,,,,,,,,,,n
O.D.C.16 (2),,1924-01-01 00:00:00,1924-01-01 00:00:00,,,"Deuxième Conférence de l'opium : liste les délégués (révisée), Genève, le 20 novembre 1924",,,,421460,,,,,,,,,,,,,,,n
E/INCB/26/Supp.4,E/F/S.75.XI.I/Supp.4,1975-01-01 00:00:00,1975-01-01 00:00:00,,Estimated world requirements of narcotic drugs and estimates of world production of opium in 1975 : supplement No. 04,,,,421459,,,,,,,,,,,,International Narcotics Control Board,,,,n
E/INCB/26/Supp.12,E/F/S.75.XI.I/Supp.12,1975-01-01 00:00:00,1975-01-01 00:00:00,,,,Previsiones de las necesidades mundiales de estupefacientes y de la producción mundial de opio para 1975 : suplemento n°. 12,,,,421456,,,,,,,,,,,,Organe international de contrôle des stupéfiants,,n
C. 368. M. 242. 1936. XI,,1936-01-01 00:00:00,1936-01-01 00:00:00,"Series of League of Nations publications : XI. Opium and other dangerous drugs, 1936. XI. 19","""Report to the Council on the work of the Permanent Central Opium Board during its twenty-sixth, twenty-seventh and twenty-eighth sessions : Geneva Opium Convention of February 19th, 1925, Convention for limiting the Manufacture and regulating the Distribution of Narcotic Drugs of July 13th, 1931""",,,,421455,,,,,,,,,,,,Permanent Central Opium Board,,,,n
A.32.1924.XI,,1924-01-01 00:00:00,1924-01-01 00:00:00,,"Report to the Council on the work of the sixth session, August 4th to 14th, 1924",,,,421454,,,,,,,,,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,n
E/NL.1956/18,,1956-01-01 00:00:00,1956-01-01 00:00:00,,"Pakistan : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Pakistan : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418441,421043,,,,,,,,,,,,,,,n
E/NL.1952/104,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Argentina : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Argentine : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421041,418236,,,,,,,,,,,,,,,n
A/AC.105/C.2/SR.85,,1967-01-01 00:00:00,1967-01-01 00:00:00,,"Committee on the Peaceful Uses of Outer Space, Legal Sub-Committee, sixth session : summary record of the eighty-fifth (closing) meeting held at the Palais des Nations, Geneva, on Friday, 14 July 1967, at 3.25 p.m.",,,,421040,,,,,,,,,,,,Committee on the Peaceful Uses of Outer Space. Legal Sub-Committee,,,,n
E/NL.1951/18,,1951-01-01 00:00:00,1948-01-01 00:00:00,,"Papua, communicated by the Government of Australia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Papua, communiqués par le gouvernement de l'Australie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419169,421039,,,,,,,,,,,,,,,n
E/NL.1951/68,,1951-01-01 00:00:00,1951-01-01 00:00:00,,"United Kingdom, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421035,419371,,,,,,,,,,,,,,,n
E/NL.1955/77,,1955-01-01 00:00:00,1954-01-01 00:00:00,,"Venezuela : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Venezuela : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418777,421032,,,,,,,,,,,,,,,n
E/NL.1975/49-50,,1975-01-01 00:00:00,1975-01-01 00:00:00,,Costa Rica : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,Costa Rica : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,421031,,418603,,,,,,,,,,,,,,n
E/NL.1958/82-84,,1958-01-01 00:00:00,1958-01-01 00:00:00||1957-01-01 00:00:00||1956-01-01 00:00:00,,"United States of America : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,421030,,,,,,,,,,,,,,,,n
E/NL.1975/78,,1975-01-01 00:00:00,1975-01-01 00:00:00,,Sudan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,421027,,,,,,,,,,,,,,,,n
E/NL.1975/1-2,,1975-01-01 00:00:00,1973-01-01 00:00:00||1974-01-01 00:00:00||1972-01-01 00:00:00,,Greece : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,421025,,,,,,,,,,,,,,,,n
E/NL.1962/84-87,,1962-01-01 00:00:00,1947-01-01 00:00:00,,"Mexico : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,México : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,418222,,421024,,,,,,,,,,,,,,n
E/INCB/1992/2/Supp.3,,1993-01-01 00:00:00,1991-01-01 00:00:00||1993-01-01 00:00:00,,,,"Suplemento n.° 3 a estupefacientes : previsiones de las necesidades mundiales para 1993, estadísticas para 1991, previsiones actualizadas al 31 de marzo de 1993",,,,421022,,,,,,,,ISSN 1013-8250,,,,Organe international de contrôle des stupéfiants,,n
E/NL.1992/29-36,,1992-01-01 00:00:00,1939-01-01 00:00:00||1988-01-01 00:00:00||1989-01-01 00:00:00,,Malta : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421021,,,,,,,,,,,,,,,,n
E/NL.1956/103,,1956-01-01 00:00:00,1956-01-01 00:00:00,,"Argentina : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Argentine : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418194,421020,,,,,,,,,,,,,,,n
E/NL.1953/107,,1953-01-01 00:00:00,1952-01-01 00:00:00,,"Czechoslovakia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Tchécoslovaquie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421017,420763,,,,,,,,,,,,,,,n
E/NL.1952/96-97,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Gold Coast, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Côte de l'Or, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421014,420762,,,,,,,,,,,,,,,n
E/NL.1960/12,,1960-01-01 00:00:00,1959-01-01 00:00:00,,,"Tunisie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,421009,,,,,,,,,,,,,,,n
E/NL.1955/9-10,,1955-01-01 00:00:00,1955-01-01 00:00:00,,"Pakistan : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Pakistan : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421008,420018,,,,,,,,,,,,,,,n
A/AC.105/C.2/SR.81,,1967-01-01 00:00:00,1967-01-01 00:00:00,,"Committee on the Peaceful Uses of Outer Space, Legal Sub-committee, sixth session : summary record of the eighty-first meeting held at the Palais des Nations, Geneva, on Wednesday 5 July 1967 at 3.20 p.m.",,,,421002,,,,,,,,,,,,Committee on the Peaceful Uses of Outer Space. Legal Sub-Committee,,,,n
E/INCB/20,E/F.73.XI.6,1973-01-01 00:00:00,1971-01-01 00:00:00,,,État comparatif des évaluations et des statistiques sur les stupéfiants fournies pour 1971 par les gouvernements conformément aux traités internationaux,Estado comparativo de las previsiones y las estadísticas de estupefacientes facilitadas para 1971 por los gobiernos en cumplimiento de los tratados internacionales,,,421000,420363,,,,,,,,,,,,,,n
E/NL.1957/111-112,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Finland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Finlande : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419735,420587,,,,,,,,,,,,,,,n
E/NL.1958/21,,1958-01-01 00:00:00,1958-01-01 00:00:00,,"Finland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Finlande : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420275,420585,,,,,,,,,,,,,,,n
E/NL.1973/8-9,,1973-01-01 00:00:00,1971-01-01 00:00:00,,Brazil : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,420584,,,,,,,,,,,,,,,,n
A/CONF.43/5,E.71. IV. 8,1970-01-01 00:00:00,1970-01-01 00:00:00,,"Fourth United Nations Congress on the Prevention of Crime and the Treatment of Offenders, Kyoto, Japan, 17-26 August 1970 : report prepared by the Secretariat","Quatrième Congrès des Nations Unies pour la prévention du crime et le traitement des délinquants, Kyoto, Japon, 17-26 août 1970 : rapport établi par le Secrétariat","Cuarto Congreso de las Naciones Unidas sobre prevencion del delito y tratamiento del delincuente, Kioto, Japón, 17-26 de agosto de 1970 : informe de la Secretaría",,420583,419922,418424,,,,,,,,,,"United Nations Congress on the Prevention of Crime and the Treatment of Offenders (4th : 1970 : Kyoto, Japan)",,,,n
E/NL.1958/94-97,,1958-01-01 00:00:00,1958-01-01 00:00:00,,,"Argentine : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",Argentina : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,418463,420581,,,,,,,,,,,,,,n
E/NL.1963/8,,1963-01-01 00:00:00,1960-01-01 00:00:00,,"Venezuela : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,Venezuela : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,420578,,418788,,,,,,,,,,,,,,n
E/NL.1976/46-49,,1976-01-01 00:00:00,1972-01-01 00:00:00||1973-01-01 00:00:00||1971-01-01 00:00:00,,,France : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,420576,,,,,,,,,,,,,,,n
O.C.1089,,1929-01-01 00:00:00,1929-01-01 00:00:00,,"Scheme for limiting the output of manufactured drugs, submitted by Mr.C.K. Crane and forwarded by the government of the United States of America through the Netherlands government : letters from the Belgian and Italian governments",,,,420575,,,,,,,,,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,n
E/NL.1957/32,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Barbados, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Barbade, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420573,419417,,,,,,,,,,,,,,,n
O.C. Confidentiel/7,,1934-01-01 00:00:00,1934-01-01 00:00:00,,,Liste des tâches principales dont la Commission est saisie : note du secrétaire,,,,420572,,,,,,,,,,,,,,,n
E/NL.1962/33-36,,1962-01-01 00:00:00,1960-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,420571,,,,,,,,,,,,,,,,n
E/NL.1954/50,,1954-01-01 00:00:00,1954-01-01 00:00:00,,"Turkey : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Turquie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418048,420570,,,,,,,,,,,,,,,n
C.290.M.176.1936.XI,,1936-01-01 00:00:00,1936-01-01 00:00:00,,"Minutes of the twenty-first session held at Geneva from May 18th to June 5th, 1936",,,,420569,,,,,,,,,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,n
E/NL.1949/25,,1949-01-01 00:00:00,1947-01-01 00:00:00,,"British Honduras : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","Honduras Britannique : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420567,418608,,,,,,,,,,,,,,,n
O.D.C.66,,1924-01-01 00:00:00,1924-01-01 00:00:00,,,"Deuxième Conférence de l'opium : motion présentée par la délégation des États-Unis d'Amérique, 11 décembre 1924",,,,420565,,,,,,,,,,,,,,,n
E/NL.1958/55,,1958-01-01 00:00:00,1957-01-01 00:00:00,,"Korea : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","République de Corée : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420562,418605,,,,,,,,,,,,,,,n
E/NL.1960/130-131,,1960-01-01 00:00:00,1959-01-01 00:00:00,,"Norway : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,420561,,,,,,,,,,,,,,,,n
E/OB/20/Add.,65.XI.5,1965-01-01 00:00:00,1964-01-01 00:00:00,,"Addendum to the report to the Economic and Social Council on the work of the board in 1964 : issued in compliance with the terms of the Convention of 19 February 1925 on narcotic drugs, the Convention of 13 July 1931 for limiting the manufacture and regulating the distribution of narcotic drugs, as amended by the Protocol of 11 December 1946, and the Protocol of 23 June 1953 for limiting and regul",,"Suplemento al informe al Consejo Económico y Social sobre las actividades del Comité en 1964 : preparado en cumplimiento de las disposiciones de la Convención de 19 de febrero de 1925 sobre estupefacientes, de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes, modificadas por el Protocolo de 11 de diciembre de 1946, y el Protocolo de",,420560,,419377,,,,,,,,,,Permanent Central Opium Board,,,,n
E/NL.1954/144,,1954-01-01 00:00:00,1954-01-01 00:00:00,,"Italy : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Italie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419042,420558,,,,,,,,,,,,,,,n
E/NL.1949/73,,1949-01-01 00:00:00,1946-01-01 00:00:00,,"Federation of Malaya : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","Fédération des États Malais : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420555,419011,,,,,,,,,,,,,,,n
E/NL.1952/87,,1952-01-01 00:00:00,1952-01-01 00:00:00,,"Hong Kong, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Hong Kong, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419610,420547,,,,,,,,,,,,,,,n
E/INCB/30/Supp.9,E/F/S.76.XI.1/Supp.9,1976-01-01 00:00:00,1976-01-01 00:00:00,,,,Previsiones de las necesidades mundiales de estupefacientes y de la producción mundial de opio para 1976 : suplemento n°. 09,,,,420543,,,,,,,,,,,,Organe international de contrôle des stupéfiants,,n
E/NL.1969/6,,1969-01-01 00:00:00,1968-01-01 00:00:00,,,Hongrie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,420541,,,,,,,,,,,,,,,n
E/NL.1973/59,,1973-01-01 00:00:00,1972-01-01 00:00:00,,Portugal : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,420540,,,,,,,,,,,,,,,,n
E/NL.1959/75,,1959-01-01 00:00:00,1959-01-01 00:00:00,,"United States of America : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,420537,,,,,,,,,,,,,,,,n
E/NL.1953/129,,1953-01-01 00:00:00,1953-01-01 00:00:00,,"United States of America : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","États-Unis d’Amérique : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420536,419209,,,,,,,,,,,,,,,n
E/NL.1957/110,,1957-01-01 00:00:00,1957-01-01 00:00:00,,"North Borneo, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Bornéo Occidental, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419455,420534,,,,,,,,,,,,,,,n
E/NL.1959/81,,1959-01-01 00:00:00,1958-01-01 00:00:00,,"Sao Tome and Principe Islands, communicated by the Government of Portugal : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,420532,,,,,,,,,,,,,,,,n
